candidate_name,resume,skills,experience,location,job_position_name,resume_id
System Administrator (Operation & Maintenance of S,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","['Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Access', 'Microsoft Word', 'Microsoft Outlook', 'JD Edwards/AS 400', 'Microsoft Accounting Office', 'Image Freeway', 'QuickBooks', 'SAP', 'LX', 'SAGE', 'account reconciliations', 'Accounting', 'accruals', 'ad', 'AS 400', 'balance sheet', 'balance sheets', 'budgets', 'budget', 'controller', 'Corporate Finance', 'ERP', 'Finance', 'financial', 'financial reports', 'financial reporting', 'Financial Statements', 'fixed assets', 'forms', 'general ledger', 'Image', 'inventory', 'JD Edwards', 'ledger', 'Director', 'macros', 'materials', 'Microsoft Access', 'Microsoft Excel', 'Office', 'Microsoft Outlook', 'Microsoft PowerPoint', 'Microsoft Word', 'month end close', 'Operations Management', 'pivot tables', 'Progress', 'QuickBooks', 'reporting', 'Requirement', 'research', 'SAGE FAS', 'sales', 'SAP', 'tax', 'year-end']",4 to 5 years,"['City, State', 'City, State', 'City, State', 'City, State']","System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",2025
Asst. Manager/ Manger (Administrative),"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","['Data Science', 'Data Analysis', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Python', 'MATLAB', 'NLP', 'Computer Vision', 'Keras', 'Pytorch', 'RNN']",At least 5 years,['N/A'],Asst. Manager/ Manger (Administrative),2027
HR Officer,"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution","['Power User of Microsoft Excel Epicor NetSuite QuickBooks Hyperion Great Plains Sage Intacct', 'Accounting', 'Accountant', 'Ad', 'auditing', 'Trial Balance', 'Balance Sheet', 'monthly bank reconciliations', 'banking', 'benefits', 'bookkeeping', 'budgets', 'budget', 'bi', 'C', 'Community Health', 'compliance audits', 'contract management', 'contracts', 'CPA', 'credit', 'CRM', 'client', 'clients', 'database', 'Database management', 'finance', 'financial', 'financial audits', 'Financial planning and analysis', 'financial statement preparation', 'financial statements', 'Prepare financial statements', 'funds', 'general ledger', 'GL', 'Great Plains', 'home health', 'hospice', 'human resource', 'Hyperion', 'insurance', 'inventory', 'leadership', 'Microsoft Excel', 'Excel', 'payroll', 'Process payroll', 'procurement', 'proposal', 'QuickBooks', 'Relational database', 'reporting', 'revenue recognition', 'Sage', 'sales', 'tax', 'taxes', 'tax returns', 'therapy', 'validation']",nan,"['City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State']",HR Officer,2028
Senior iOS Engineer,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","['Machine Learning', 'Data processing', 'Data visualization', 'Deep Learning', 'SQL', 'Python Programming', 'PyCharm', 'Django']",At least 4 years,['N/A'],Senior iOS Engineer,2029
Head of Internal Control & Compliance (ICC) - SEVP,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws 15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","['Experienced with Microsoft Office - Word, Excel, Outlook, SharePoint & Costpoint', 'Administrative Assistant', 'Benefits', 'Clerical', 'Clients', 'Data entry', 'Database', 'Features', 'Filing', 'Forms', 'GIS', 'Mailing', 'Meetings', 'Excel', 'Mail', 'Outlook', 'SharePoint', 'Microsoft Office - Word', 'Office equipment', 'Policies', 'Processes', 'Reception', 'Recording', 'Retail', 'Scanning', 'Telephone', 'Phone', 'Typing']",At least 15 years,"['City , State', 'City , State', 'City , State']",Head of Internal Control & Compliance (ICC) - SEVP/DMD,2030
Sr.Officer / Executive - Internal Audit,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","['Python', 'Webscrapping', 'PowerBI', 'Data Cleaning', 'Data Preparation', 'Data Analysis', 'Predictive Modeling', 'Data Analytics', 'Pivot Table', 'SQL', 'PostgreSQL', 'Analytics', 'Excel', 'Machine Learning', 'XML']",2 to 4 years,['N/A'],Sr.Officer / Executive - Internal Audit,2031
Mechanical Designer,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","['active directory', 'bridges', 'client', 'Designing', 'DHCP', 'DNS', 'imaging', 'ITIL v', 'Managing', 'messaging', 'access', 'MCSE', 'mail', 'office', 'outlook', 'Microsoft technologies', 'Windows', 'window', 'Migration', 'network', 'networks', 'producer', 'routers', 'servers', 'SLA', 'technical support', 'desktop support', 'troubleshooting', 'upgrade']",At least 5 years,"['USA', None, None, None]",Mechanical Designer,2032
Network Support Engineer,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","['Bi', 'Business Intelligence', 'Progress', 'Loans', 'Mortgage', 'Business Development', 'Marketing', 'Operations', 'Training', 'Solutions', 'Adc', 'Business Requirements', 'Correspondence', 'Fannie Mae', 'Gse', 'Metrics', 'Project Plans', 'And Marketing', 'Budget', 'Business Process Improvement', 'Clients', 'Coaching', 'Contracts', 'Drafting', 'E-learning', 'Federal Acquisition', 'Federal Government', 'Fedex', 'Integration', 'Integrator', 'Maintenance', 'Marketing Collateral', 'Marketing Department', 'Marketing Plan', 'Mentoring', 'Pricing', 'Process Improvement', 'Proposal Development', 'Strategic Marketing', 'User Experience', 'Web Based', 'Web-based', 'White Papers', 'B2c', 'Finance', 'Increase', 'Instructor', 'Investor Relations', 'Lending', 'Market Share', 'Mortgage Banking', 'Mortgage Lending', 'Real Estate', 'Retail', 'Retail Marketing', 'Retail Mortgage', 'Data Mining', 'Networking', 'Pentaho', 'Promotional', 'Sales', 'Sales Manager', 'Sap', 'Strategic Planning', 'Act!', 'Business Writing', 'Compounding', 'Excel', 'Fundraising', 'Horizontal', 'Hospital Pharmacy', 'Inventory', 'Mckesson', 'Microsoft Office', 'Microsoft Sharepoint', 'Ms Office', 'Outlook', 'Outpatient', 'Powerpoint', 'Project Management', 'Publisher', 'Robotic', 'Sharepoint', 'Siebel', 'Six Sigma', 'Six-sigma', 'Visio', 'Word', 'Pharmacy', 'Mba']",At least 3 years,"['Washington, D.C.', None, None, None]",Network Support Engineer,2033
Asst. Manager/ Manger (Administrative),"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","['JavaScript (Angular)', 'HTML/CSS', 'Python (Django)', 'SQL (MySQL, PostgreSQL)', 'Git', 'Ruby on Rails']",At least 5 years,"['Trenton, NJ']",Asst. Manager/ Manger (Administrative),2034
Intern (Generative AI Engineering - 2D/3D Image Ge,"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",nan,nan,"['Lexington, KY', 'Lexington, KY', 'Lexington, KY', 'Lexington, KY', 'New York, NY', 'New York, NY', 'New York, NY', 'Warsaw, Poland', 'Warsaw, Poland']",Intern (Generative AI Engineering - 2D/3D Image Generation),2035
Marketing Officer,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","['DasyLab', 'Labview', 'Mechanical', 'Electrical', 'Lean/5S', 'Hydraulic Testing', 'Test Stand Fabrication']",At least 1 year,"['City , State', 'City , State', 'City , State', 'City , State']",Marketing Officer,2036
"Manager- Human Resource Management (HRM)
","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","['Python', 'Machine Learning', 'Natural Language Processing', 'Text Mining', 'Data Scientist', 'Data Analyst', 'Deep Learning', 'MongoDB', 'SQL', 'Flask', 'Data Analytics', 'Big Data Analytics']",5 to 6 years,['N/A'],"Manager- Human Resource Management (HRM)
",2037
Data Engineer,"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","['Seasoned Leadership', 'Experienced Manager', 'Motivated', 'Balanced']",5 to 8 years,"['City , State', 'City , State', 'City , State', 'City , State', 'City , State']",Data Engineer,2038
Business Development Executive,"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication","['audio', 'automation', 'C', 'C++', 'CD-ROMs', 'Ceridian', 'cisco', 'Hardware', 'cost reduction', 'clients', 'drivers', 'executive management', 'Functional', 'inspection', 'Intel', 'Java', 'Linux', 'MAC', 'Managing', 'marketing and sales', 'C#', 'Windows', 'Windows XP', 'multimedia', 'Objective C', 'OS', 'policies', 'printers', 'processes', 'product development', 'quality', 'quality assurance', 'quest', 'sales', 'scanners', 'Scheduling', 'scrum', 'scripts', 'software development', 'software testing', 'sound cards', 'sun', 'test tools', 'USB', 'validation', 'video', 'Vista']",1 to 3 years,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']",Business Development Executive,2039
Senior iOS Engineer,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","['Statistical Modeling', 'Natural Language Processing', 'Text Mining', 'Python', 'PySpark', 'Microsoft Azure', 'Azure Databricks', 'Azure Data Factory', 'SQL', 'Machine Learning Engineer', 'Data Analyst']",At least 4 years,['N/A'],Senior iOS Engineer,2040
HR Officer,"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution","['Dataset Management', 'Requirements Gathering', 'Predictive Modeling', 'Data Mining', 'Data Insights', 'Artificial Intelligence', 'Programming Language', 'Process Improvement', 'Python']",nan,['N/A'],HR Officer,2041
"Manager- Human Resource Management (HRM)
","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","['Data Manipulation', 'Data Mining', 'Python', 'SQL', 'R Programming', 'PowerBI', 'Tableau', 'Machine Learning', 'PySpark', 'Azure Databricks', 'AWS']",5 to 6 years,"['N/A', 'N/A']","Manager- Human Resource Management (HRM)
",2042
Data Engineer,"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","['Software Development', 'Application Programming', 'Agile Methodology', 'System Analysis', 'Technical Architecture', 'Project Management', 'Requirement Gathering', 'Client Management', 'Machine Learning', 'Java']",5 to 8 years,['N/A'],Data Engineer,2043
"Executive/ Senior Executive- Trade Marketing, Hygi","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","['Data Analysis', 'Machine Learning', 'Data Science', 'Statistical Analysis', 'Time Series Analysis', 'Statistical Modelling', 'Data Manipulation', 'Python', 'R', 'Tableau', 'SQL', 'Django', 'PostgreSQL']",At least 3 years,[None],"Executive/ Senior Executive- Trade Marketing, Hygiene Products",2044
"Executive/ Senior Executive- Trade Marketing, Hygi","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","['Budget forecasting expertise', 'Analytical reasoning', 'Account reconciliation expert', 'Strong organizational skills', 'General ledger accounting', 'Expert in customer relations', 'Flexible team player', 'Advanced computer proficiency (PC and Mac)', 'Performed debit, credit and total accounts on computer spreadsheets/databases, using specialized accounting software.', 'Received, recorded, and banked cash, checks, and vouchers as well as reconciled records of bank transactions.', 'Worked with management to document and offset unusual expense variances in their respective areas.', 'Assisted the CFO with the production of the monthly financials, management reports and board packages.', 'Coded the general ledger and processed vendor invoice payments.', 'Researched and resolved billing and invoice problems.', 'Account reconciliations', 'Accounting', 'Accountant', 'accounting systems', 'accounting system', 'Accounts payable', 'Adobe Acrobat', 'agency', 'Balance', 'banking', 'Budget analysis', 'budget', 'bi', 'cash handling', 'clerical', 'contracts', 'cost accounting', 'Database', 'fax', 'FDS', 'Finance', 'Financial', 'Financial analysis', 'financial management', 'financial operations', 'financial reports', 'financial statements', 'fiscal management', 'forecasting', 'functional', 'fund accounting', 'funds', 'General Ledger', 'Government', 'grants', 'Innovation', 'maintains inventory', 'inventory', 'leadership skills', 'Macintosh', 'Mainframe', 'managerial', 'managerial accounting', 'Access', 'Microsoft Access', 'Microsoft Excel', 'Excel', 'Microsoft Office software', 'Office', 'Outlook', 'PowerPoint', 'Publisher', 'Windows', 'Word', 'Monitors', 'newsletter', 'Payroll', 'IBM-PC', 'copier', 'Policies', 'processes', 'profit', 'Program Development', 'proposals', 'QuickBooks', 'reconciling', 'record keeping', 'repairs', 'reporting', 'scanner', 'technical support', 'phone', 'time management', 'type', 'written', 'annual reports', 'year-end']",At least 3 years,"['City, State', 'City, State', 'City, State']","Executive/ Senior Executive- Trade Marketing, Hygiene Products",2045
Management Trainee - Mechanical,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","['budgeting', 'CAD', 'construction management', 'engineer', 'film', 'hiring', 'inspection', 'laser', 'machinery', 'managing', 'mechanical', 'negotiations', 'processes', 'process improvement', 'project management', 'quality', 'simulation', 'SPC', 'strategy', 'supervision', 'system administrator', 'Paper converting equipment', 'Facility and plant modifications', 'DMF and Project Work Process', 'Written and verbal communication skills', 'AutoCAD', 'Excel']",nan,"['City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State']",Management Trainee - Mechanical,2046
Database Administrator (DBA),"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","['accounting software', 'AutoCAD', 'balance', 'budget', 'capital expenditures', 'handling cash', 'Civil Engineering', 'interpersonal communications', 'Consulting', 'contracts', 'prepare contract', 'Client', 'customer care', 'DC', 'Design and Construction', 'Engineering Design', 'expense reports', 'filing', 'marketing research', 'Materials', 'meetings', 'MS Excel', 'office', 'MS PowerPoint', 'MS Word', 'MicroStation', 'peak', 'Prime', 'project plans', 'Express', 'recording', 'Specification', 'Transportation', 'utilities', 'written communication']",At least 1 year,"['City, State', 'City, State', 'City, State', 'City, State']",Database Administrator (DBA),2047
Network Support Engineer,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","['analyst', 'AutoCAD', 'budget', 'business development', 'develop business', 'configuration management', 'consultation', 'contracts', 'client', 'clients', 'customer satisfaction', 'delivery', 'Direct sales', 'engineer', 'environmental health and safety', 'information security', 'instructor', 'insurance', 'logistics', 'marketing materials', 'materials', 'Material science', 'Microsoft Windows', 'Radar', 'network installation', 'networks', 'processes', 'project management', 'quality', 'quality management', 'sales', 'Six Sigma', 'strategy']",At least 3 years,"['City , State', 'City , State', 'City , State', 'City , State', 'City , State']",Network Support Engineer,2048
DevOps Engineer,"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","['Microsoft Applications', 'Network Security', 'Networking', 'PC hardware and software installation, configuration, and troubleshooting', 'Remote Desktop and Help Desk Management', 'Verbal Communication', 'Technical Support', 'Team Leadership', 'Programming Languages', 'On-call tech support', 'Windows & Mac OS', 'Wiring/Wire Spicing: Cat3, Cat5, Cat5e, Coaxial', 'Management', 'VoIP, TCP/IP, IPSec, ATM, SS7, IPX, DNS, BIND, DHCP, HSRP and LAN/WAN architecture', 'Application Development', 'Voice Over IP Telephone', 'Inventory Management']",At least 3 years,"['City, State', 'City, State', 'N/A']",DevOps Engineer,2049
Mechanical Designer,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","['Microsoft Office', 'Advanced Excel', 'PowerPoint', 'MS Access', 'Atlas', 'Windows 95 - XP', 'Harvard Graphics', 'QuickBooks', 'NGS Systems', 'People Soft', 'SAP', 'Quicken', 'Nanovision', '2-Tier', 'Phoenix (E1)', 'Business Objects', 'Account reconciliations', 'Accounting', 'Accounts payable', 'Accounts receivables', 'Accruals', 'Ad hoc', 'AP', 'Balance sheet', 'Balance', 'Bank reconciliations', 'Billing', 'Bookkeeping', 'Budgeting', 'Budget', 'Charts', 'Oral communication', 'CPA', 'Databases', 'Fluent in English', 'Senior management', 'Finance', 'Financial analysis', 'Financial reports', 'Financial Reporting', 'Financial statements', 'Fixed assets', 'Forecasting', 'General ledger', 'General ledger accounts', 'Government', 'Graphs', 'JDE', 'Lotus Notes', 'Presentations', 'QuickBooks', 'Quicken', 'Reporting', 'SAP', 'SOX compliance', 'Sarbanes Oxley', 'Spanish', 'Tax', 'Variance analysis', 'Excellent written']",At least 5 years,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']",Mechanical Designer,2050
Network Support Engineer,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","['3d', 'accounting', 'Accountant', 'Accounts receivables', 'Adobe Illustrator', 'Adobe Photoshop', 'Pagemaker', 'Audio Editing', 'auditing', 'banking', 'book', 'Budget preparation', 'contracts', 'cost analysis', 'credit', 'clients', 'debit', 'Dec', 'documentation', 'Dos', 'senior Management', 'finance', 'Financial', 'financial management', 'Preparation of Financial Statements', 'HR', 'Inspection', 'Inventory', 'inventory control', 'Macro Media Director', 'MS Office', '2K', 'Windows 9.x', 'works', 'MIS', 'modeling', 'Developer 2000', 'Oracle 8I', 'Oracle', 'payroll', 'policies', 'reporting', 'Sales', 'tax', 'Video Editing']",At least 3 years,"['City, State', 'City, State', 'Kuwait', 'City, State', 'City, State', 'Udaipur, India']",Network Support Engineer,2051
Executive - VAT,"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks","['Machine Learning', 'Linear Regression', 'Ridge Regression', 'Lasso Regression', 'Tableau', 'Time Series Analysis']",1 to 3 years,['N/A'],Executive - VAT,2052
"Full Stack Developer (Python,React js)","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","['Administrative support', 'AP', 'Critical thinking', 'Doors', 'Engineer', 'Senior Management', 'Forms', 'Functional', 'Leadership', 'Machinery', 'Navy', 'Oil', 'Organizational', 'Pearl', 'Personnel', 'Personnel management', 'Pick', 'Problem solving', 'Progress', 'Project management', 'Proposals', 'Quality assurance', 'Repairs', 'Reporting', 'Requirement', 'Switches', 'Time management', 'Troubles', 'Technical review', 'Blueprint understanding', 'Project support', 'Document control', 'Engineering operational functions', 'SharePoint', 'Manufacturing systems integration', 'Team management']",3 to 7 years,"['City, State', 'City, State', 'City, State']","Full Stack Developer (Python,React js)",2053
System Administrator (Operation & Maintenance of S,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","['Business Analyst', 'Data Analysis', 'Machine Learning', 'Python', 'C++', 'DotNet', 'Java', 'PyTorch']",4 to 5 years,['N/A'],"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",2054
Asst. Manager/ Manger (Administrative),"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","['Embedded Software Development', 'Embedded Systems', 'Project Management', 'Change Management', 'Defect Management', 'Machine Learning', 'Unit Testing', 'C++', 'GIT', 'Data Structures', 'Python']",At least 5 years,['N/A'],Asst. Manager/ Manger (Administrative),2055
