job_id,resume_id,similarity_score,rank
513,1626,0.1286,
513,2331,0.127,
513,3074,0.1269,
513,4340,0.1266,
964,7879,0.1804,
964,5088,0.1802,
964,8041,0.1777,
964,8585,0.1764,
964,2175,0.1759,
964,4818,0.1757,
964,9447,0.1755,
964,2926,0.1755,
964,2764,0.174,
964,5559,0.1737,
964,3815,0.1703,
964,624,0.1698,
964,5656,0.1695,
964,7049,0.1689,
964,4026,0.1676,
964,1204,0.1673,
964,4582,0.1661,
964,296,0.1657,
964,3074,0.1657,
964,3052,0.1651,
504,7633,0.204,
504,4818,0.2001,
504,8005,0.199,
504,6836,0.1984,
504,7086,0.1951,
504,4682,0.1932,
504,8488,0.1887,
504,3540,0.1869,
504,4291,0.1832,
504,3371,0.1823,
504,5794,0.182,
504,8174,0.1797,
504,2361,0.1795,
504,2770,0.1789,
504,5869,0.1786,
504,7525,0.1783,
504,1241,0.1773,
504,8087,0.1771,
504,6941,0.1767,
504,2006,0.1765,
505,6627,0.228,
505,3842,0.2257,
505,9309,0.2213,
505,882,0.2148,
505,4788,0.2073,
505,3060,0.2,
505,7475,0.1993,
505,3840,0.1971,
505,8265,0.1958,
505,4299,0.1951,
505,3770,0.1941,
505,7702,0.1928,
505,326,0.1919,
505,5467,0.1912,
505,8888,0.191,
505,7195,0.191,
505,312,0.1909,
505,4258,0.1907,
505,3345,0.1896,
505,5266,0.1893,
506,8834,0.2223,
506,78,0.2202,
506,7512,0.2174,
506,8163,0.2108,
506,273,0.208,
506,7525,0.2074,
506,7879,0.2068,
506,6120,0.2033,
506,2436,0.2022,
506,7973,0.198,
506,5195,0.1978,
506,1908,0.1957,
506,9074,0.195,
506,7514,0.195,
506,191,0.193,
506,507,0.1914,
506,1444,0.1904,
506,2252,0.1904,
506,7983,0.1899,
506,8064,0.1884,
507,5930,0.163,
507,5081,0.1611,
507,794,0.153,
507,919,0.1517,
507,5192,0.1513,
507,8592,0.1501,
507,8070,0.1484,
507,2953,0.1471,
507,5905,0.1469,
507,7252,0.1457,
507,1811,0.1445,
507,6963,0.1444,
507,7414,0.1431,
507,4058,0.143,
507,5990,0.1424,
507,2185,0.1407,
507,2665,0.1404,
507,6748,0.1382,
507,4300,0.138,
507,2108,0.1357,
508,1639,0.2718,
508,7782,0.2702,
508,8267,0.267,
508,2862,0.2653,
508,5183,0.2567,
508,1276,0.2561,
508,5376,0.2537,
508,8375,0.2514,
508,3527,0.2508,
508,6813,0.2484,
508,8566,0.2477,
508,3558,0.2476,
508,3038,0.2473,
508,2098,0.2457,
508,8477,0.2452,
508,6104,0.2437,
508,6421,0.2431,
508,5882,0.2424,
508,4209,0.2416,
508,7076,0.241,
509,4275,0.3929,
509,8374,0.389,
509,9452,0.3874,
509,2158,0.3869,
509,5773,0.3861,
509,2361,0.3841,
509,4514,0.3827,
509,2351,0.3824,
509,5583,0.3802,
509,5548,0.3797,
509,473,0.3795,
509,9407,0.3787,
509,6614,0.3784,
509,6613,0.3781,
509,6643,0.3778,
509,3540,0.3774,
509,1028,0.3773,
509,7447,0.3772,
509,2875,0.3771,
509,7853,0.3763,
510,3489,0.3525,
510,2911,0.3394,
510,5543,0.3377,
510,3650,0.3373,
510,5554,0.3354,
510,5790,0.3324,
510,248,0.3315,
510,3287,0.3307,
510,4547,0.3304,
510,4074,0.33,
510,8620,0.3291,
510,8836,0.3291,
510,5122,0.329,
510,3552,0.3288,
510,8579,0.3286,
510,4302,0.3272,
510,9032,0.3266,
510,8720,0.3261,
510,511,0.3257,
510,2459,0.3253,
511,7728,0.2479,
511,6996,0.2424,
511,2741,0.2398,
511,8130,0.2388,
511,2536,0.2367,
511,4299,0.2321,
511,3505,0.2315,
511,8322,0.2274,
511,7925,0.2251,
511,409,0.224,
511,282,0.2211,
511,8054,0.2198,
511,3840,0.2195,
511,312,0.2181,
511,5266,0.2174,
511,1496,0.2166,
511,8440,0.2164,
511,257,0.2153,
511,3440,0.2153,
511,3941,0.2135,
514,9321,0.2195,
514,9288,0.2184,
514,4582,0.2128,
514,7879,0.2061,
514,7520,0.2042,
514,2252,0.2016,
514,909,0.1987,
514,2156,0.1881,
514,1220,0.1881,
514,8585,0.1874,
514,8280,0.1821,
514,7525,0.1816,
514,4818,0.1782,
514,5484,0.178,
514,6172,0.1778,
514,4026,0.177,
514,8182,0.177,
514,455,0.175,
514,91,0.1729,
514,3282,0.1729,
515,2461,0.3211,
515,9062,0.3121,
515,6627,0.3053,
515,3432,0.3024,
515,2331,0.3022,
515,8612,0.3017,
515,7051,0.3013,
515,7568,0.2949,
515,5261,0.2934,
515,5609,0.2813,
515,7070,0.2604,
515,8769,0.2522,
515,1485,0.2511,
515,166,0.2478,
515,8433,0.2458,
515,7628,0.2447,
515,7195,0.2427,
515,7231,0.241,
515,6322,0.2398,
515,1931,0.2341,
516,7983,0.2779,
516,6220,0.2596,
516,6217,0.258,
516,8127,0.2492,
516,1530,0.2483,
516,78,0.2437,
516,2718,0.2394,
516,2159,0.2337,
516,6074,0.2322,
516,5302,0.2308,
516,7183,0.228,
516,7824,0.2263,
516,334,0.226,
516,1444,0.2248,
516,1234,0.2248,
516,3506,0.2245,
516,6174,0.2242,
516,1162,0.2223,
516,6473,0.2202,
516,4291,0.22,
517,3057,0.3375,
517,3417,0.3336,
517,355,0.3275,
517,4553,0.3223,
517,7523,0.3172,
517,2127,0.3153,
517,8905,0.3149,
517,5438,0.3131,
517,4512,0.3126,
517,3920,0.3123,
517,6376,0.3112,
517,3436,0.3104,
517,5165,0.3058,
517,6141,0.3045,
517,2874,0.3031,
517,5659,0.2992,
517,759,0.2976,
517,2566,0.2973,
517,754,0.2961,
517,6474,0.2953,
518,9034,0.2479,
518,967,0.2453,
518,3667,0.241,
518,5450,0.2403,
518,7923,0.2399,
518,9366,0.2398,
518,334,0.2368,
518,980,0.2359,
518,6754,0.2353,
518,1859,0.235,
518,3864,0.2343,
518,5397,0.2331,
518,3630,0.2327,
518,6818,0.2313,
518,7317,0.2307,
518,1332,0.2304,
518,1162,0.2304,
518,6942,0.2304,
518,6064,0.2302,
518,4962,0.23,
519,3057,0.2071,
519,2127,0.2056,
519,5165,0.2053,
519,5189,0.2036,
519,8592,0.2021,
519,4553,0.201,
519,7737,0.1993,
519,794,0.1989,
519,8905,0.1982,
519,8834,0.1948,
519,5081,0.1945,
519,5192,0.1929,
519,8070,0.1923,
519,7512,0.1897,
519,4057,0.1889,
519,4565,0.1887,
519,7523,0.188,
519,8322,0.1857,
519,2175,0.1854,
519,6376,0.181,
520,5708,0.2137,
520,5344,0.2102,
520,6430,0.2044,
520,6444,0.2039,
520,8202,0.1935,
520,6046,0.193,
520,3540,0.1924,
520,6431,0.1891,
520,8036,0.1887,
520,164,0.1862,
520,4744,0.1846,
520,7633,0.1843,
520,1028,0.1834,
520,8571,0.1834,
520,5716,0.1818,
520,7140,0.1818,
520,920,0.1815,
520,7116,0.1815,
520,5081,0.1801,
520,5453,0.1798,
521,1828,0.3299,
521,213,0.3167,
521,2315,0.3166,
521,7334,0.3159,
521,3027,0.3143,
521,2281,0.311,
521,9293,0.3103,
521,1780,0.3077,
521,2020,0.3009,
521,7832,0.3003,
521,5036,0.2969,
521,154,0.2963,
521,1686,0.2959,
521,3268,0.2959,
521,7921,0.2955,
521,9430,0.2942,
521,8103,0.2937,
521,7840,0.2927,
521,8338,0.2914,
521,4313,0.2905,
522,1869,0.2628,
522,95,0.2617,
522,6472,0.2599,
522,5113,0.2584,
522,9070,0.2582,
522,8769,0.2576,
522,3261,0.2574,
522,4474,0.2572,
522,1636,0.2568,
522,8880,0.2563,
522,1796,0.2556,
522,5590,0.2554,
522,896,0.2549,
522,8118,0.2538,
522,5176,0.2538,
522,7132,0.2534,
522,7987,0.2528,
522,6940,0.2527,
522,7503,0.2522,
522,2972,0.2522,
523,1215,0.2789,
523,7973,0.2632,
523,4531,0.2619,
523,169,0.2598,
523,6656,0.2597,
523,6442,0.2574,
523,6174,0.254,
523,5894,0.2521,
523,3379,0.248,
523,2724,0.248,
523,282,0.2452,
523,7870,0.2437,
523,2536,0.2419,
523,7857,0.2413,
523,6807,0.2412,
523,1962,0.2411,
523,5809,0.2407,
523,1647,0.2403,
523,320,0.2399,
523,8322,0.2392,
524,8556,0.201,
524,8336,0.1988,
524,1157,0.1971,
524,3315,0.1962,
524,2611,0.1962,
524,6555,0.1959,
524,4081,0.1953,
524,1985,0.1931,
524,5560,0.191,
524,6859,0.1908,
524,6265,0.1898,
524,280,0.1883,
524,6453,0.1861,
524,6874,0.1853,
524,1807,0.1853,
524,4344,0.1853,
524,7471,0.1849,
524,4217,0.184,
524,2662,0.1837,
524,6776,0.1829,
525,9273,0.1992,
525,630,0.1985,
525,7977,0.1879,
525,9436,0.1804,
525,5930,0.1744,
525,736,0.1724,
525,2800,0.1712,
525,4127,0.1706,
525,4189,0.1706,
525,1330,0.1676,
525,3516,0.1658,
525,2837,0.1646,
525,3296,0.1625,
525,6803,0.1623,
525,7512,0.1609,
525,6613,0.1594,
525,3202,0.1583,
525,338,0.1577,
525,6433,0.1572,
525,5081,0.1566,
526,3540,0.2349,
526,4682,0.2275,
526,7633,0.2166,
526,5708,0.216,
526,2361,0.2086,
526,5344,0.2056,
526,1028,0.2029,
526,6431,0.2026,
526,4455,0.2013,
526,7140,0.2011,
526,5716,0.1991,
526,4291,0.1982,
526,8662,0.1976,
526,7265,0.1973,
526,6074,0.1955,
526,7672,0.1946,
526,2006,0.1945,
526,6613,0.1928,
526,1363,0.1913,
526,4727,0.19,
527,7371,0.2113,
527,7195,0.2106,
527,3202,0.2006,
527,2461,0.2004,
527,3897,0.2002,
527,8067,0.1971,
527,2331,0.1962,
527,9062,0.1914,
527,8769,0.19,
527,3840,0.1895,
527,4299,0.1883,
527,3871,0.1879,
527,4041,0.1871,
527,6701,0.187,
527,7453,0.187,
527,2255,0.1866,
527,616,0.186,
527,4127,0.1855,
527,2764,0.1845,
527,9436,0.1845,
528,4344,0.3421,
528,5808,0.3354,
528,4149,0.3026,
528,7188,0.3022,
528,5728,0.3002,
528,1630,0.2996,
528,8045,0.2988,
528,6494,0.2966,
528,77,0.2953,
528,8699,0.2949,
528,4906,0.2934,
528,1786,0.2914,
528,4005,0.2912,
528,7471,0.2912,
528,1157,0.2908,
528,9180,0.2904,
528,1807,0.2902,
528,8336,0.2888,
528,3672,0.2883,
528,280,0.2882,
529,3074,0.2598,
529,4291,0.2493,
529,9447,0.2492,
529,296,0.246,
529,2764,0.2444,
529,2926,0.2444,
529,5716,0.2392,
529,6613,0.2382,
529,2255,0.2355,
529,6849,0.2347,
529,4057,0.2324,
529,6940,0.2301,
529,4240,0.2291,
529,3836,0.2289,
529,8763,0.2284,
529,5837,0.2276,
529,8806,0.2272,
529,2418,0.2258,
529,8880,0.2252,
529,6614,0.2249,
530,6444,0.2618,
530,919,0.2351,
530,6701,0.2346,
530,2053,0.2309,
530,846,0.2282,
530,8769,0.2212,
530,4041,0.2199,
530,2891,0.2145,
530,6940,0.2133,
530,8806,0.2122,
530,9447,0.2105,
530,1858,0.2103,
530,5505,0.2056,
530,5176,0.2056,
530,9070,0.2049,
530,4848,0.2049,
530,3349,0.2039,
530,7701,0.2039,
530,6824,0.2038,
530,3933,0.2034,
531,8410,0.3814,
531,5089,0.3804,
531,99,0.3787,
531,6683,0.3609,
531,973,0.3599,
531,4736,0.3568,
531,4013,0.3541,
531,5754,0.3539,
531,2714,0.3495,
531,1716,0.3477,
531,6896,0.3471,
531,1309,0.3468,
531,1407,0.3467,
531,3260,0.3454,
531,9013,0.3452,
531,8004,0.3422,
531,7662,0.3421,
531,9161,0.3413,
531,8602,0.3411,
531,5722,0.3401,
532,6442,0.233,
532,6803,0.2284,
532,307,0.2257,
532,7917,0.2183,
532,5109,0.2058,
532,7494,0.2,
532,951,0.1992,
532,4396,0.198,
532,3067,0.1972,
532,6565,0.1969,
532,736,0.192,
532,1504,0.1894,
532,2298,0.1833,
532,1330,0.1825,
532,9273,0.1825,
532,7313,0.1818,
532,5716,0.1812,
532,3540,0.1795,
532,453,0.176,
532,8131,0.1714,
533,2461,0.2536,
533,3432,0.2371,
533,9062,0.234,
533,6627,0.2269,
533,7051,0.222,
533,9394,0.2125,
533,5261,0.2073,
533,7568,0.2036,
533,8612,0.2035,
533,7070,0.201,
533,6803,0.199,
533,7628,0.1973,
533,2331,0.1972,
533,6998,0.1934,
533,7231,0.1914,
533,2344,0.1876,
533,1485,0.1847,
533,166,0.1847,
533,5609,0.1822,
533,8693,0.1806,
534,338,0.239,
534,5642,0.2316,
534,4523,0.2228,
534,4565,0.2196,
534,4286,0.219,
534,3516,0.218,
534,9436,0.2169,
534,6478,0.2113,
534,8834,0.2108,
534,7173,0.2099,
534,6504,0.2079,
534,7512,0.2057,
534,6542,0.205,
534,965,0.2041,
534,4057,0.2039,
534,5189,0.2038,
534,6613,0.2036,
534,2926,0.2033,
534,3356,0.2011,
534,5984,0.1994,
535,9366,0.2961,
535,967,0.292,
535,334,0.2908,
535,980,0.2901,
535,5450,0.2867,
535,7923,0.2841,
535,8192,0.2839,
535,9034,0.2833,
535,1859,0.2831,
535,6818,0.2804,
535,1162,0.28,
535,3864,0.2779,
535,3630,0.2777,
535,6064,0.2774,
535,6781,0.2763,
535,7317,0.2762,
535,5397,0.2761,
535,5356,0.2732,
535,6942,0.2731,
535,6754,0.2726,
536,3516,0.1826,
536,5189,0.1733,
536,9436,0.1611,
536,239,0.1571,
536,8834,0.1544,
536,3025,0.1533,
536,6478,0.1529,
536,3398,0.1511,
536,1684,0.1485,
536,1902,0.1484,
536,4114,0.148,
536,8439,0.1471,
536,7015,0.1466,
536,3442,0.1464,
536,352,0.146,
536,1081,0.1458,
536,7737,0.1448,
536,2718,0.1433,
536,9267,0.1432,
536,4523,0.1425,
537,6174,0.2625,
537,7973,0.2525,
537,3840,0.2519,
537,8322,0.2496,
537,1909,0.2449,
537,4299,0.2438,
537,1207,0.2432,
537,6208,0.2426,
537,4531,0.2417,
537,7825,0.2402,
537,78,0.2382,
537,7824,0.2381,
537,5716,0.2367,
537,8470,0.2365,
537,8888,0.2344,
537,7870,0.2344,
537,2510,0.2325,
537,1215,0.2315,
537,282,0.2312,
537,2663,0.2306,
538,8769,0.2488,
538,1858,0.2436,
538,6701,0.2342,
538,6444,0.2334,
538,8433,0.228,
538,2053,0.2268,
538,919,0.2256,
538,4831,0.2244,
538,4819,0.2218,
538,9384,0.2204,
538,8118,0.2193,
538,8273,0.2187,
538,5943,0.2167,
538,6940,0.2162,
538,846,0.2152,
538,5603,0.2145,
538,8806,0.2137,
538,1318,0.2136,
538,2764,0.2128,
538,9062,0.2127,
539,973,0.1953,
539,5754,0.1838,
539,1669,0.1744,
539,7249,0.174,
539,6896,0.1718,
539,3436,0.1707,
539,3327,0.1685,
539,444,0.1647,
539,2080,0.1642,
539,4132,0.1638,
539,8992,0.1637,
539,1521,0.1635,
539,6716,0.162,
539,3224,0.1599,
539,5165,0.1596,
539,1361,0.1585,
539,7273,0.1581,
539,3489,0.1561,
539,8620,0.1555,
539,998,0.1548,
540,6442,0.2288,
540,2298,0.219,
540,5109,0.2144,
540,6565,0.2139,
540,951,0.2138,
540,7917,0.2117,
540,7494,0.206,
540,307,0.1991,
540,1858,0.1928,
540,1504,0.1884,
540,4396,0.1878,
540,3067,0.1817,
540,453,0.1805,
540,6803,0.1805,
540,9384,0.1751,
540,7313,0.1716,
540,922,0.1694,
540,3024,0.1678,
540,4190,0.1669,
540,4875,0.1637,
541,9452,0.2892,
541,8940,0.2889,
541,9135,0.263,
541,5971,0.2619,
541,4275,0.2616,
541,2158,0.2551,
541,2606,0.2548,
541,6614,0.2538,
541,5583,0.253,
541,993,0.2516,
541,8681,0.2514,
541,608,0.2513,
541,2029,0.2508,
541,5157,0.2504,
541,7447,0.2498,
541,7853,0.2498,
541,66,0.2492,
541,9407,0.2488,
541,8551,0.2487,
541,4514,0.2486,
542,8470,0.275,
542,4291,0.2724,
542,8322,0.2612,
542,6613,0.2594,
542,4057,0.256,
542,78,0.2553,
542,4819,0.2461,
542,8679,0.2445,
542,409,0.2398,
542,8834,0.2369,
542,3074,0.2358,
542,7964,0.2353,
542,8115,0.234,
542,5494,0.2335,
542,3178,0.2312,
542,5189,0.231,
542,1626,0.2303,
542,3066,0.2294,
542,3840,0.2292,
542,3787,0.228,
543,239,0.2344,
543,7453,0.222,
543,1337,0.2197,
543,3744,0.2168,
543,155,0.2154,
543,7628,0.2104,
543,2433,0.2084,
543,5967,0.2061,
543,7748,0.2058,
543,5343,0.2034,
543,8146,0.2007,
543,8965,0.2003,
543,4819,0.2,
543,2401,0.1997,
543,2461,0.1994,
543,8079,0.1986,
543,8968,0.1978,
543,4127,0.1973,
543,2385,0.1971,
543,4886,0.1963,
544,6613,0.3363,
544,4275,0.3164,
544,66,0.3135,
544,8940,0.3112,
544,307,0.311,
544,6643,0.3073,
544,3787,0.3066,
544,4057,0.3054,
544,2158,0.305,
544,8551,0.3041,
544,5157,0.3041,
544,6499,0.3026,
544,7447,0.3021,
544,2606,0.3012,
544,2351,0.3007,
544,5969,0.3004,
544,5548,0.3004,
544,2361,0.3001,
544,5971,0.2994,
544,6614,0.2993,
545,3245,0.246,
545,8007,0.2284,
545,409,0.2225,
545,8190,0.2216,
545,5444,0.2167,
545,8322,0.2158,
545,5356,0.2117,
545,6183,0.2109,
545,3259,0.208,
545,4773,0.207,
545,5243,0.207,
545,8250,0.2061,
545,8481,0.2059,
545,1097,0.2054,
545,2080,0.2048,
545,5217,0.2042,
545,8360,0.2039,
545,1859,0.2028,
545,8470,0.2023,
545,7964,0.2008,
548,3245,0.3123,
548,8190,0.3057,
548,2256,0.2855,
548,5319,0.2842,
548,4495,0.2779,
548,6224,0.2767,
548,7558,0.2767,
548,84,0.2736,
548,3646,0.2727,
548,5199,0.272,
548,5001,0.2704,
548,732,0.2693,
548,5037,0.2682,
548,498,0.2664,
548,6180,0.2621,
548,2873,0.2599,
548,7978,0.2593,
548,1184,0.2592,
548,7602,0.2583,
548,5114,0.2582,
549,1000,0.2317,
549,5010,0.2302,
549,7879,0.2225,
549,5882,0.2089,
549,7486,0.2079,
549,8834,0.2006,
549,8585,0.1987,
549,7044,0.1963,
549,8980,0.1958,
549,4041,0.1956,
549,6183,0.1953,
549,9149,0.1953,
549,3878,0.1951,
549,4112,0.1948,
549,1416,0.1942,
549,3299,0.1919,
549,1716,0.1914,
549,8130,0.1905,
549,6504,0.1898,
549,6192,0.1896,
550,6849,0.2075,
550,4291,0.1883,
550,8005,0.1864,
550,7638,0.186,
550,1162,0.185,
550,3921,0.185,
550,4353,0.1834,
550,1908,0.183,
550,5223,0.1798,
550,3787,0.177,
550,9007,0.1762,
550,5639,0.1747,
550,8470,0.1746,
550,6614,0.1745,
550,8585,0.1739,
550,2145,0.1736,
550,1097,0.1726,
550,7622,0.1724,
550,7724,0.1708,
550,8481,0.1704,
551,3436,0.3251,
551,355,0.3146,
551,7523,0.3118,
551,2874,0.3007,
551,5999,0.298,
551,4553,0.2939,
551,5438,0.293,
551,8905,0.2924,
551,3920,0.2917,
551,2127,0.2896,
551,6141,0.2889,
551,5659,0.2876,
551,4512,0.2867,
551,8221,0.2853,
551,754,0.2837,
551,5165,0.2827,
551,3057,0.2818,
551,3417,0.2803,
551,6376,0.2796,
551,2566,0.2789,
552,334,0.1757,
552,8192,0.1751,
552,980,0.1694,
552,1859,0.1693,
552,6818,0.1685,
552,8481,0.1682,
552,6754,0.1663,
552,3864,0.1648,
552,7923,0.1645,
552,4962,0.1643,
552,967,0.1642,
552,9034,0.1641,
552,6781,0.164,
552,5450,0.1638,
552,1162,0.1638,
552,455,0.1627,
552,9366,0.1626,
552,4618,0.1618,
552,5246,0.1617,
552,7606,0.1615,
553,5882,0.2592,
553,432,0.2532,
553,1341,0.233,
553,616,0.2237,
553,8410,0.2185,
553,1736,0.218,
553,1908,0.2174,
553,8980,0.2168,
553,1626,0.2165,
553,1659,0.2161,
553,4558,0.213,
553,3722,0.2104,
553,1444,0.2102,
553,8748,0.2094,
553,78,0.2064,
553,7966,0.2051,
553,720,0.2046,
553,3930,0.2044,
553,3345,0.204,
553,6113,0.2038,
554,5149,0.2244,
554,2373,0.2089,
554,534,0.2079,
554,5559,0.1923,
554,7825,0.1907,
554,1241,0.1852,
554,8763,0.1846,
554,8551,0.1791,
554,1902,0.1791,
554,7486,0.179,
554,9062,0.1786,
554,4271,0.1784,
554,2510,0.1783,
554,4317,0.1774,
554,919,0.1766,
554,3693,0.1765,
554,4041,0.1756,
554,8693,0.1747,
554,4035,0.1743,
554,4628,0.1735,
563,2764,0.2261,
563,296,0.2209,
563,338,0.2105,
563,7638,0.2081,
563,6613,0.1983,
563,1908,0.1934,
563,5201,0.192,
563,2926,0.1915,
563,8834,0.191,
563,3886,0.1893,
563,2255,0.1873,
563,5511,0.1869,
563,4622,0.1864,
563,6849,0.1863,
563,6517,0.1837,
563,6433,0.1817,
563,8692,0.1803,
563,6504,0.1802,
563,2418,0.1796,
563,1292,0.1794,
564,352,0.1938,
564,8447,0.1921,
564,2589,0.192,
564,7965,0.1887,
564,7919,0.1866,
564,6316,0.1799,
564,6784,0.1787,
564,9062,0.1777,
564,8322,0.1766,
564,1465,0.176,
564,9071,0.1755,
564,1337,0.1747,
564,1930,0.1743,
564,9185,0.1739,
564,7652,0.1732,
564,5185,0.1731,
564,2591,0.1728,
564,6038,0.1722,
564,409,0.1711,
564,2420,0.1705,
555,8834,0.243,
555,7824,0.2389,
555,5189,0.2339,
555,4057,0.2122,
555,455,0.2106,
555,6613,0.2083,
555,1427,0.208,
555,7883,0.2065,
555,5223,0.2061,
555,5681,0.2045,
555,9337,0.2029,
555,4175,0.2026,
555,3088,0.2025,
555,3743,0.2021,
555,9062,0.1999,
555,291,0.1989,
555,3516,0.1976,
555,6753,0.1947,
555,8240,0.1937,
555,3989,0.1933,
556,6174,0.2726,
556,5189,0.2694,
556,5882,0.266,
556,78,0.2596,
556,4848,0.2496,
556,282,0.2493,
556,2536,0.2432,
556,455,0.2395,
556,7973,0.2377,
556,7824,0.2373,
556,399,0.2372,
556,8322,0.2349,
556,4531,0.234,
556,7870,0.2337,
556,8888,0.2323,
556,1909,0.2322,
556,8206,0.2314,
556,4810,0.2311,
556,4299,0.2306,
556,4565,0.2305,
557,6051,0.2556,
557,1987,0.2522,
557,1647,0.2501,
557,3379,0.2458,
557,257,0.2457,
557,7973,0.2437,
557,2732,0.243,
557,8673,0.2406,
557,5077,0.2395,
557,6753,0.2384,
557,249,0.2364,
557,5390,0.2357,
557,6116,0.2347,
557,6656,0.2342,
557,1278,0.2336,
557,8842,0.2325,
557,4168,0.2322,
557,9283,0.2317,
557,9284,0.2312,
557,203,0.2309,
558,4582,0.2214,
558,7879,0.2214,
558,2175,0.2055,
558,8834,0.2036,
558,7824,0.2026,
558,5010,0.1977,
558,9288,0.1974,
558,9089,0.197,
558,8054,0.1952,
558,6212,0.1951,
558,7044,0.1944,
558,4303,0.1934,
558,338,0.1922,
558,624,0.192,
558,8087,0.1911,
558,6792,0.1902,
558,7086,0.1893,
558,8041,0.1883,
558,4026,0.1882,
558,4818,0.1882,
559,6430,0.211,
559,6444,0.2005,
559,8571,0.1956,
559,2926,0.1949,
559,8036,0.1891,
559,2764,0.1885,
559,2019,0.1862,
559,919,0.1838,
559,9447,0.1834,
559,3516,0.1801,
559,8276,0.1795,
559,9213,0.1754,
559,4622,0.1735,
559,9436,0.1731,
559,5868,0.173,
559,5684,0.1713,
559,6701,0.1681,
559,3933,0.1676,
559,9422,0.1674,
559,5930,0.1674,
560,9352,0.3258,
560,4370,0.3215,
560,4667,0.3148,
560,3375,0.307,
560,6943,0.3068,
560,17,0.3,
560,6744,0.2994,
560,478,0.2993,
560,2309,0.2988,
560,4617,0.2986,
560,7535,0.2973,
560,7813,0.2963,
560,8811,0.296,
560,1754,0.2956,
560,6716,0.2947,
560,1064,0.2946,
560,8889,0.294,
560,3657,0.2937,
560,3144,0.2935,
560,7951,0.2927,
561,5559,0.2129,
561,3989,0.2077,
561,1902,0.2066,
561,1241,0.2049,
561,7633,0.2015,
561,2926,0.1978,
561,155,0.1971,
561,919,0.1924,
561,3516,0.1922,
561,7453,0.1911,
561,6174,0.19,
561,239,0.1894,
561,5761,0.189,
561,4819,0.1887,
561,8079,0.1875,
561,3039,0.187,
561,8978,0.1865,
561,6104,0.1863,
561,5930,0.1851,
561,3744,0.1841,
562,1165,0.1999,
562,6174,0.1931,
562,1207,0.1927,
562,5741,0.1918,
562,4531,0.1917,
562,5716,0.189,
562,399,0.1886,
562,7870,0.1852,
562,2356,0.1844,
562,8834,0.1827,
562,7973,0.1823,
562,5189,0.1808,
562,5927,0.1797,
562,4747,0.1792,
562,1162,0.179,
562,3379,0.1787,
562,4057,0.178,
562,7825,0.1771,
562,334,0.1762,
562,7300,0.1754,
565,4258,0.1896,
565,4299,0.1882,
565,7070,0.1837,
565,326,0.1825,
565,8130,0.1824,
565,9062,0.1812,
565,3840,0.1785,
565,4657,0.1783,
565,882,0.1753,
565,3941,0.1738,
565,5261,0.1732,
565,9322,0.1722,
565,614,0.1715,
565,3060,0.1712,
565,7925,0.1702,
565,5266,0.17,
565,3564,0.1699,
565,5187,0.169,
565,312,0.1689,
565,3871,0.1679,
566,8749,0.2704,
566,1227,0.2682,
566,7571,0.2664,
566,7892,0.2655,
566,4313,0.2601,
566,3245,0.2594,
566,777,0.2558,
566,6767,0.2558,
566,3279,0.2551,
566,2256,0.255,
566,1478,0.2532,
566,7652,0.2528,
566,5356,0.2511,
566,7832,0.2492,
566,7602,0.2484,
566,1983,0.2475,
566,7334,0.2455,
566,9048,0.2449,
566,732,0.2445,
566,2316,0.2439,
567,7273,0.1832,
567,5165,0.1759,
567,8905,0.1732,
567,355,0.1726,
567,4553,0.167,
567,2874,0.1647,
567,6474,0.1646,
567,3920,0.1645,
567,2127,0.1641,
567,8221,0.1631,
567,7523,0.1625,
567,3436,0.1608,
567,5438,0.1604,
567,3057,0.1596,
567,6141,0.1595,
567,3417,0.1581,
567,754,0.158,
567,5659,0.1575,
567,2566,0.1573,
567,4512,0.157,
568,8322,0.2391,
568,8804,0.2373,
568,5001,0.2272,
568,8190,0.2259,
568,4091,0.2228,
568,7747,0.2222,
568,246,0.2212,
568,4231,0.2188,
568,7517,0.2149,
568,3178,0.2124,
568,216,0.2122,
568,7964,0.2116,
568,8470,0.2114,
568,3245,0.2109,
568,8115,0.2109,
568,78,0.2095,
568,7558,0.2093,
568,1337,0.2075,
568,1859,0.207,
568,1908,0.207,
569,4962,0.2768,
569,9337,0.2754,
569,6781,0.2646,
569,364,0.2634,
569,980,0.2632,
569,8192,0.262,
569,334,0.262,
569,6942,0.2618,
569,9034,0.2613,
569,967,0.2609,
569,7923,0.2594,
569,9366,0.2593,
569,6754,0.2593,
569,5356,0.2591,
569,7317,0.259,
569,5246,0.259,
569,5397,0.2584,
569,3630,0.2582,
569,1859,0.2582,
569,6818,0.2582,
570,7825,0.2462,
570,6174,0.2439,
570,1908,0.2401,
570,4531,0.2381,
570,455,0.2375,
570,1207,0.2334,
570,78,0.2314,
570,169,0.2307,
570,5030,0.2277,
570,2536,0.2265,
570,249,0.226,
570,7973,0.2244,
570,790,0.2185,
570,712,0.2179,
570,2356,0.2166,
570,8440,0.2166,
570,6807,0.2164,
570,2663,0.2155,
570,5535,0.2151,
570,5149,0.2149,
571,6896,0.3786,
571,4013,0.376,
571,6716,0.3746,
571,444,0.3676,
571,8768,0.3642,
571,3260,0.3641,
571,973,0.3605,
571,1202,0.3599,
571,9161,0.3576,
571,9013,0.3574,
571,8712,0.3547,
571,7102,0.3543,
571,4957,0.3542,
